x,y,z,results4,results5
-0.402815386,3480.590585,13817.8669,1914.762714,1918.746745
-0.402815386,3480.590585,13817.8669,1914.762714,1918.746745
-0.402815386,3480.590585,13817.8669,1914.762714,1918.746745
-0.402815386,3480.590585,13817.8669,1914.762714,1918.746745
-0.402815386,3480.590585,13817.8669,1914.762714,1918.746745
0.635751022,3479.517079,13811.66388,1914.789241,1910.235671
0.400102403,3478.511481,13805.33664,1912.208259,1904.19674
0.400102403,3478.511481,13805.33664,1912.208259,1904.19674
0.400102403,3478.511481,13805.33664,1912.208259,1904.19674
0.400102403,3478.511481,13805.33664,1912.208259,1904.19674
0.400102403,3478.511481,13805.33664,1912.208259,1904.19674
0.400102403,3478.511481,13805.33664,1912.208259,1904.19674
0.400102403,3478.511481,13805.33664,1912.208259,1904.19674
0.522328807,3479.477428,13809.91042,1913.842713,1908.835964
-0.577230397,3480.331935,13815.76528,1913.677265,1917.054415
-0.577230397,3480.331935,13815.76528,1913.677265,1917.054415
-0.577230397,3480.331935,13815.76528,1913.677265,1917.054415
-0.577230397,3480.331935,13815.76528,1913.677265,1917.054415
-0.577230397,3480.331935,13815.76528,1913.677265,1917.054415
-0.577230397,3480.331935,13815.76528,1913.677265,1917.054415
-0.577230397,3480.331935,13815.76528,1913.677265,1917.054415
0.748760475,3480.114936,13813.33121,1915.379622,1912.02819
0.516257739,3479.916575,13810.54109,1913.90137,1909.727418
0.516257739,3479.916575,13810.54109,1913.90137,1909.727418
0.516257739,3479.916575,13810.54109,1913.90137,1909.727418
0.516257739,3479.916575,13810.54109,1913.90137,1909.727418
0.516257739,3479.916575,13810.54109,1913.90137,1909.727418
0.516257739,3479.916575,13810.54109,1913.90137,1909.727418
0.516257739,3479.916575,13810.54109,1913.90137,1909.727418
0.458644784,3479.612863,13809.16129,1913.390431,1908.358319
0.417954608,3479.390499,13807.96564,1912.969877,1907.17232
0.417954608,3479.390499,13807.96564,1912.969877,1907.17232
0.417954608,3479.390499,13807.96564,1912.969877,1907.17232
0.417954608,3479.390499,13807.96564,1912.969877,1907.17232
0.417954608,3479.390499,13807.96564,1912.969877,1907.17232
0.417954608,3479.390499,13807.96564,1912.969877,1907.17232
0.417954608,3479.390499,13807.96564,1912.969877,1907.17232
0.415242196,3479.37264,13807.8242,1912.934017,1907.046807
0.412345588,3479.35433,13807.67667,1912.896145,1906.915602
0.412345588,3479.35433,13807.67667,1912.896145,1906.915602
0.412345588,3479.35433,13807.67667,1912.896145,1906.915602
0.412345588,3479.35433,13807.67667,1912.896145,1906.915602
0.412345588,3479.35433,13807.67667,1912.896145,1906.915602
0.412345588,3479.35433,13807.67667,1912.896145,1906.915602
0.412345588,3479.35433,13807.67667,1912.896145,1906.915602
0.385079392,3479.451545,13807.12343,1912.626817,1906.448893
0.410084241,3479.802356,13808.38028,1913.03493,1907.772942
0.410084241,3479.802356,13808.38028,1913.03493,1907.772942
0.410084241,3479.802356,13808.38028,1913.03493,1907.772942
0.410084241,3479.802356,13808.38028,1913.03493,1907.772942
0.410084241,3479.802356,13808.38028,1913.03493,1907.772942
0.410084241,3479.802356,13808.38028,1913.03493,1907.772942
0.410084241,3479.802356,13808.38028,1913.03493,1907.772942
0.399874045,3479.82922,13808.20454,1912.954645,1907.60719
0.519785055,3479.994942,13810.65052,1914.064065,1909.851995
0.519785055,3479.994942,13810.65052,1914.064065,1909.851995
0.519785055,3479.994942,13810.65052,1914.064065,1909.851995
0.519785055,3479.994942,13810.65052,1914.064065,1909.851995
0.519785055,3479.994942,13810.65052,1914.064065,1909.851995
0.519785055,3479.994942,13810.65052,1914.064065,1909.851995
0.519785055,3479.994942,13810.65052,1914.064065,1909.851995
-0.743716831,3480.372244,13814.20794,1912.813681,1915.951792
-0.420479603,3480.799199,13817.28981,1914.780083,1918.21681
-0.420479603,3480.799199,13817.28981,1914.780083,1918.21681
-0.420479603,3480.799199,13817.28981,1914.780083,1918.21681
-0.420479603,3480.799199,13817.28981,1914.780083,1918.21681
-0.420479603,3480.799199,13817.28981,1914.780083,1918.21681
-0.420479603,3480.799199,13817.28981,1914.780083,1918.21681
-0.420479603,3480.799199,13817.28981,1914.780083,1918.21681
-0.298149026,3481.094022,13818.66832,1915.534359,1919.404648
-0.206048369,3481.397231,13819.98977,1916.187208,1920.62338
-0.206048369,3481.397231,13819.98977,1916.187208,1920.62338
-0.206048369,3481.397231,13819.98977,1916.187208,1920.62338
-0.206048369,3481.397231,13819.98977,1916.187208,1920.62338
-0.206048369,3481.397231,13819.98977,1916.187208,1920.62338
-0.206048369,3481.397231,13819.98977,1916.187208,1920.62338
-0.206048369,3481.397231,13819.98977,1916.187208,1920.62338
-0.376053726,3481.152551,13817.26432,1914.997806,1918.096944
-0.722870456,3480.878568,13814.35743,1913.314245,1915.834167
-0.722870456,3480.878568,13814.35743,1913.314245,1915.834167
-0.722870456,3480.878568,13814.35743,1913.314245,1915.834167
-0.722870456,3480.878568,13814.35743,1913.314245,1915.834167
-0.722870456,3480.878568,13814.35743,1913.314245,1915.834167
-0.722870456,3480.878568,13814.35743,1913.314245,1915.834167
-0.722870456,3480.878568,13814.35743,1913.314245,1915.834167
-0.742378904,3480.917661,13814.13953,1913.195324,1915.621263
0.783797835,3480.933371,13813.76001,1915.316448,1912.949295
0.783797835,3480.933371,13813.76001,1915.316448,1912.949295
0.783797835,3480.933371,13813.76001,1915.316448,1912.949295
0.783797835,3480.933371,13813.76001,1915.316448,1912.949295
0.783797835,3480.933371,13813.76001,1915.316448,1912.949295
0.783797835,3480.933371,13813.76001,1915.316448,1912.949295
0.783797835,3480.933371,13813.76001,1915.316448,1912.949295
0.72389855,3480.922629,13813.28419,1915.006613,1912.653902
0.676033892,3480.96855,13812.95066,1914.774045,1912.490679
0.676033892,3480.96855,13812.95066,1914.774045,1912.490679
0.676033892,3480.96855,13812.95066,1914.774045,1912.490679
0.676033892,3480.96855,13812.95066,1914.774045,1912.490679
0.676033892,3480.96855,13812.95066,1914.774045,1912.490679
0.676033892,3480.96855,13812.95066,1914.774045,1912.490679
0.676033892,3480.96855,13812.95066,1914.774045,1912.490679
-0.424150809,3480.761441,13816.96414,1914.72111,1918.087286
-0.332429255,3480.92039,13818.02203,1915.310208,1919.031499
-0.332429255,3480.92039,13818.02203,1915.310208,1919.031499
-0.332429255,3480.92039,13818.02203,1915.310208,1919.031499
-0.332429255,3480.92039,13818.02203,1915.310208,1919.031499
-0.332429255,3480.92039,13818.02203,1915.310208,1919.031499
-0.332429255,3480.92039,13818.02203,1915.310208,1919.031499
-0.332429255,3480.92039,13818.02203,1915.310208,1919.031499
-0.351056399,3480.854825,13817.80513,1915.178604,1918.863199
-0.371169664,3480.789815,13817.57044,1915.038088,1918.680713
-0.371169664,3480.789815,13817.57044,1915.038088,1918.680713
-0.371169664,3480.789815,13817.57044,1915.038088,1918.680713
-0.371169664,3480.789815,13817.57044,1915.038088,1918.680713
-0.371169664,3480.789815,13817.57044,1915.038088,1918.680713
-0.371169664,3480.789815,13817.57044,1915.038088,1918.680713
-0.371169664,3480.789815,13817.57044,1915.038088,1918.680713
-0.511003488,3480.668345,13815.85511,1914.160344,1917.206264
-0.665467661,3480.484698,13814.45531,1913.272704,1916.182546
-0.665467661,3480.484698,13814.45531,1913.272704,1916.182546
-0.665467661,3480.484698,13814.45531,1913.272704,1916.182546
-0.665467661,3480.484698,13814.45531,1913.272704,1916.182546
-0.665467661,3480.484698,13814.45531,1913.272704,1916.182546
-0.665467661,3480.484698,13814.45531,1913.272704,1916.182546
-0.665467661,3480.484698,13814.45531,1913.272704,1916.182546
0.32767221,3479.13435,13804.0463,1911.48257,1903.742172
0.244014309,3477.817006,13794.62825,1908.26739,1894.175604
0.244014309,3477.817006,13794.62825,1908.26739,1894.175604
0.244014309,3477.817006,13794.62825,1908.26739,1894.175604
0.244014309,3477.817006,13794.62825,1908.26739,1894.175604
0.244014309,3477.817006,13794.62825,1908.26739,1894.175604
0.244014309,3477.817006,13794.62825,1908.26739,1894.175604
0.244014309,3477.817006,13794.62825,1908.26739,1894.175604
0.288416004,3478.469258,13800.10986,1910.180294,1899.727924
0.377085249,3479.191057,13805.74968,1912.24036,1905.372153
0.377085249,3479.191057,13805.74968,1912.24036,1905.372153
0.377085249,3479.191057,13805.74968,1912.24036,1905.372153
0.377085249,3479.191057,13805.74968,1912.24036,1905.372153
0.377085249,3479.191057,13805.74968,1912.24036,1905.372153
0.377085249,3479.191057,13805.74968,1912.24036,1905.372153
0.377085249,3479.191057,13805.74968,1912.24036,1905.372153
0.357530478,3479.948364,13807.06804,1912.490875,1906.911885
0.437159018,3480.875506,13810.60604,1913.69412,1910.577788
0.437159018,3480.875506,13810.60604,1913.69412,1910.577788
0.437159018,3480.875506,13810.60604,1913.69412,1910.577788
0.437159018,3480.875506,13810.60604,1913.69412,1910.577788
0.437159018,3480.875506,13810.60604,1913.69412,1910.577788
0.437159018,3480.875506,13810.60604,1913.69412,1910.577788
0.437159018,3480.875506,13810.60604,1913.69412,1910.577788
0.220242624,3481.67655,13809.51407,1912.909876,1909.872661
0,3482.666908,13810.02882,1912.973928,1910.530213
0,3482.666908,13810.02882,1912.973928,1910.530213
0,3482.666908,13810.02882,1912.973928,1910.530213
0,3482.666908,13810.02882,1912.973928,1910.530213
0,3482.666908,13810.02882,1912.973928,1910.530213
0,3482.666908,13810.02882,1912.973928,1910.530213
0,3482.666908,13810.02882,1912.973928,1910.530213
-0.5026718,3481.911332,13814.52571,1914.200602,1915.43568
-0.312764653,3481.19628,13817.7782,1915.270257,1918.829168
-0.312764653,3481.19628,13817.7782,1915.270257,1918.829168
-0.312764653,3481.19628,13817.7782,1915.270257,1918.829168
-0.312764653,3481.19628,13817.7782,1915.270257,1918.829168
-0.312764653,3481.19628,13817.7782,1915.270257,1918.829168
-0.312764653,3481.19628,13817.7782,1915.270257,1918.829168
-0.312764653,3481.19628,13817.7782,1915.270257,1918.829168
-0.467948268,3480.990063,13816.01491,1914.388272,1917.287719
-0.657165272,3480.847397,13814.41587,1913.450848,1916.033072
-0.657165272,3480.847397,13814.41587,1913.450848,1916.033072
-0.657165272,3480.847397,13814.41587,1913.450848,1916.033072
-0.657165272,3480.847397,13814.41587,1913.450848,1916.033072
-0.657165272,3480.847397,13814.41587,1913.450848,1916.033072
-0.657165272,3480.847397,13814.41587,1913.450848,1916.033072
-0.657165272,3480.847397,13814.41587,1913.450848,1916.033072
0.72517284,3480.501014,13812.93111,1915.228127,1912.236012
0.561241542,3480.199065,13811.13642,1914.410097,1910.645437
0.561241542,3480.199065,13811.13642,1914.410097,1910.645437
0.561241542,3480.199065,13811.13642,1914.410097,1910.645437
0.561241542,3480.199065,13811.13642,1914.410097,1910.645437
0.561241542,3480.199065,13811.13642,1914.410097,1910.645437
0.561241542,3480.199065,13811.13642,1914.410097,1910.645437
0.561241542,3480.199065,13811.13642,1914.410097,1910.645437
0.451165159,3480.121681,13809.41749,1913.581195,1909.1521
0.368377914,3480.04428,13807.61591,1912.80223,1907.503581
0.368377914,3480.04428,13807.61591,1912.80223,1907.503581
0.368377914,3480.04428,13807.61591,1912.80223,1907.503581
0.368377914,3480.04428,13807.61591,1912.80223,1907.503581
0.368377914,3480.04428,13807.61591,1912.80223,1907.503581
0.368377914,3480.04428,13807.61591,1912.80223,1907.503581
0.368377914,3480.04428,13807.61591,1912.80223,1907.503581
0.441763674,3480.043416,13809.06085,1913.434205,1908.849247
0.529672582,3480.0413,13810.3927,1914.08223,1910.033549
0.529672582,3480.0413,13810.3927,1914.08223,1910.033549
0.529672582,3480.0413,13810.3927,1914.08223,1910.033549
0.529672582,3480.0413,13810.3927,1914.08223,1910.033549
0.529672582,3480.0413,13810.3927,1914.08223,1910.033549
0.529672582,3480.0413,13810.3927,1914.08223,1910.033549
0.529672582,3480.0413,13810.3927,1914.08223,1910.033549
0.573736089,3480.012036,13810.9816,1914.381835,1910.519774
