x0,y0,z0,Radius,Rsquare
3480.908822,19629,13809.58804,1914.166817,0.999907136
3480.711805,19630,13809.6279,1914.21195,0.999908012
3480.711805,19631,13809.6279,1914.21195,0.999908012
3480.711805,19632,13809.6279,1914.21195,0.999908012
3480.711805,19633,13809.6279,1914.21195,0.999908012
3480.711805,19634,13809.6279,1914.21195,0.999908012
3480.711805,19635,13809.6279,1914.21195,0.999908012
3480.711805,19636,13809.6279,1914.21195,0.999908012
3480.950806,19637,13809.39434,1914.065464,0.999925299
3480.914443,19638,13809.66485,1914.286423,0.999923072
3480.914443,19639,13809.66485,1914.286423,0.999923072
3480.914443,19640,13809.66485,1914.286423,0.999923072
3480.914443,19641,13809.66485,1914.286423,0.999923072
3480.914443,19642,13809.66485,1914.286423,0.999923072
3480.914443,19643,13809.66485,1914.286423,0.999923072
3480.914443,19644,13809.66485,1914.286423,0.999923072
3481.186033,19645,13809.50018,1914.169071,0.999945784
3480.953975,19646,13808.42401,1913.345983,0.999894457
3480.953975,19647,13808.42401,1913.345983,0.999894457
3480.953975,19648,13808.42401,1913.345983,0.999894457
3480.953975,19649,13808.42401,1913.345983,0.999894457
3480.953975,19650,13808.42401,1913.345983,0.999894457
3480.953975,19651,13808.42401,1913.345983,0.999894457
3480.953975,19652,13808.42401,1913.345983,0.999894457
3481.388302,19653,13809.69625,1914.311084,0.999947261
3481.379544,19654,13809.82801,1914.401361,0.999946217
3481.379544,19655,13809.82801,1914.401361,0.999946217
3481.379544,19656,13809.82801,1914.401361,0.999946217
3481.379544,19657,13809.82801,1914.401361,0.999946217
3481.379544,19658,13809.82801,1914.401361,0.999946217
3481.379544,19659,13809.82801,1914.401361,0.999946217
3481.379544,19660,13809.82801,1914.401361,0.999946217
3481.3302,19661,13809.68749,1914.276138,0.999941366
3481.161943,19662,13810.22814,1914.650833,0.99992652
3481.161943,19663,13810.22814,1914.650833,0.99992652
3481.161943,19664,13810.22814,1914.650833,0.99992652
3481.161943,19665,13810.22814,1914.650833,0.99992652
3481.161943,19666,13810.22814,1914.650833,0.99992652
3481.161943,19667,13810.22814,1914.650833,0.99992652
3481.161943,19668,13810.22814,1914.650833,0.99992652
3481.529173,19669,13810.22823,1914.680739,0.999968475
3481.820037,19670,13811.01824,1915.295298,0.999979658
3481.820037,19671,13811.01824,1915.295298,0.999979658
3481.820037,19672,13811.01824,1915.295298,0.999979658
3481.820037,19673,13811.01824,1915.295298,0.999979658
3481.820037,19674,13811.01824,1915.295298,0.999979658
3481.820037,19675,13811.01824,1915.295298,0.999979658
3481.820037,19676,13811.01824,1915.295298,0.999979658
3481.828993,19677,13810.74813,1915.099533,0.999980407
3481.15899,19678,13808.77713,1913.565927,0.999849892
3481.15899,19679,13808.77713,1913.565927,0.999849892
3481.15899,19680,13808.77713,1913.565927,0.999849892
3481.15899,19681,13808.77713,1913.565927,0.999849892
3481.15899,19682,13808.77713,1913.565927,0.999849892
3481.15899,19683,13808.77713,1913.565927,0.999849892
3481.15899,19684,13808.77713,1913.565927,0.999849892
3480.760722,19685,13807.68961,1912.76581,0.999865909
3480.447731,19686,13807.86848,1912.895515,0.999839781
3480.447731,19687,13807.86848,1912.895515,0.999839781
3480.447731,19688,13807.86848,1912.895515,0.999839781
3480.447731,19689,13807.86848,1912.895515,0.999839781
3480.447731,19690,13807.86848,1912.895515,0.999839781
3480.447731,19691,13807.86848,1912.895515,0.999839781
3480.447731,19692,13807.86848,1912.895515,0.999839781
3480.814362,19693,13808.47996,1913.377776,0.999893107
3481.181696,19694,13809.09126,1913.860948,0.999903924
3481.181696,19695,13809.09126,1913.860948,0.999903924
3481.181696,19696,13809.09126,1913.860948,0.999903924
3481.181696,19697,13809.09126,1913.860948,0.999903924
3481.181696,19698,13809.09126,1913.860948,0.999903924
3481.181696,19699,13809.09126,1913.860948,0.999903924
3481.181696,19700,13809.09126,1913.860948,0.999903924
3481.540516,19701,13810.18309,1914.703655,0.999955461
3481.546483,19702,13810.31553,1914.810264,0.999959337
3481.546483,19703,13810.31553,1914.810264,0.999959337
3481.546483,19704,13810.31553,1914.810264,0.999959337
3481.546483,19705,13810.31553,1914.810264,0.999959337
3481.546483,19706,13810.31553,1914.810264,0.999959337
3481.546483,19707,13810.31553,1914.810264,0.999959337
3481.546483,19708,13810.31553,1914.810264,0.999959337
3481.712184,19709,13810.15736,1914.707599,0.999965892
3479.620727,19710,13813.49902,1916.663024,0.999621601
3479.620727,19711,13813.49902,1916.663024,0.999621601
3479.620727,19712,13813.49902,1916.663024,0.999621601
3479.620727,19713,13813.49902,1916.663024,0.999621601
3479.620727,19714,13813.49902,1916.663024,0.999621601
3479.620727,19715,13813.49902,1916.663024,0.999621601
3479.620727,19716,13813.49902,1916.663024,0.999621601
3481.248477,19717,13809.20269,1913.98736,0.999920598
3481.624966,19718,13810.20042,1914.759612,0.999952159
3481.624966,19719,13810.20042,1914.759612,0.999952159
3481.624966,19720,13810.20042,1914.759612,0.999952159
3481.624966,19721,13810.20042,1914.759612,0.999952159
3481.624966,19722,13810.20042,1914.759612,0.999952159
3481.624966,19723,13810.20042,1914.759612,0.999952159
3481.624966,19724,13810.20042,1914.759612,0.999952159
3481.292259,19725,13809.97065,1914.583045,0.999964095
3480.991947,19726,13809.82457,1914.470399,0.999943135
3480.991947,19727,13809.82457,1914.470399,0.999943135
3480.991947,19728,13809.82457,1914.470399,0.999943135
3480.991947,19729,13809.82457,1914.470399,0.999943135
3480.991947,19730,13809.82457,1914.470399,0.999943135
3480.991947,19731,13809.82457,1914.470399,0.999943135
3480.991947,19732,13809.82457,1914.470399,0.999943135
3481.029191,19733,13809.85423,1914.521376,0.999947283
3483.43701,19734,13824.41119,1922.44785,0.99905354
3483.43701,19735,13824.41119,1922.44785,0.99905354
3483.43701,19736,13824.41119,1922.44785,0.99905354
3483.43701,19737,13824.41119,1922.44785,0.99905354
3483.43701,19738,13824.41119,1922.44785,0.99905354
3483.43701,19739,13824.41119,1922.44785,0.99905354
3483.43701,19740,13824.41119,1922.44785,0.99905354
3481.187531,19741,13810.16973,1914.818739,0.999945501
3481.195912,19742,13810.14395,1914.83081,0.999946012
3481.195912,19743,13810.14395,1914.83081,0.999946012
3481.195912,19744,13810.14395,1914.83081,0.999946012
3481.195912,19745,13810.14395,1914.83081,0.999946012
3481.195912,19746,13810.14395,1914.83081,0.999946012
3481.195912,19747,13810.14395,1914.83081,0.999946012
3481.195912,19748,13810.14395,1914.83081,0.999946012
3481.166122,19749,13809.64644,1914.478602,0.999962987
3481.171692,19750,13809.56953,1914.438033,0.99994446
3481.171692,19751,13809.56953,1914.438033,0.99994446
3481.171692,19752,13809.56953,1914.438033,0.99994446
3481.171692,19753,13809.56953,1914.438033,0.99994446
3481.171692,19754,13809.56953,1914.438033,0.99994446
3481.171692,19755,13809.56953,1914.438033,0.99994446
3481.171692,19756,13809.56953,1914.438033,0.99994446
3481.312166,19757,13809.90319,1914.714542,0.999970618
3481.025665,19758,13807.88439,1913.167649,0.999838654
3481.025665,19759,13807.88439,1913.167649,0.999838654
3481.025665,19760,13807.88439,1913.167649,0.999838654
3481.025665,19761,13807.88439,1913.167649,0.999838654
3481.025665,19762,13807.88439,1913.167649,0.999838654
3481.025665,19763,13807.88439,1913.167649,0.999838654
3481.025665,19764,13807.88439,1913.167649,0.999838654
3481.722259,19765,13810.40511,1915.121383,0.999967755
3481.526112,19766,13810.92688,1915.520819,0.999976879
3481.526112,19767,13810.92688,1915.520819,0.999976879
3481.526112,19768,13810.92688,1915.520819,0.999976879
3481.526112,19769,13810.92688,1915.520819,0.999976879
3481.526112,19770,13810.92688,1915.520819,0.999976879
3481.526112,19771,13810.92688,1915.520819,0.999976879
3481.526112,19772,13810.92688,1915.520819,0.999976879
3480.810196,19773,13809.45717,1914.363409,0.999908807
3480.637171,19774,13810.4611,1914.750956,0.999565079
3480.637171,19775,13810.4611,1914.750956,0.999565079
3480.637171,19776,13810.4611,1914.750956,0.999565079
3480.637171,19777,13810.4611,1914.750956,0.999565079
3480.637171,19778,13810.4611,1914.750956,0.999565079
3480.637171,19779,13810.4611,1914.750956,0.999565079
3480.637171,19780,13810.4611,1914.750956,0.999565079
3480.330259,19781,13808.59069,1913.691769,0.999881197
3480.920382,19782,13809.94289,1914.777746,0.999933009
3480.920382,19783,13809.94289,1914.777746,0.999933009
3480.920382,19784,13809.94289,1914.777746,0.999933009
3480.920382,19785,13809.94289,1914.777746,0.999933009
3480.920382,19786,13809.94289,1914.777746,0.999933009
3480.920382,19787,13809.94289,1914.777746,0.999933009
3480.920382,19788,13809.94289,1914.777746,0.999933009
3481.43689,19789,13810.9527,1915.55614,0.999978375
3481.401059,19790,13810.6945,1915.345426,0.999974412
3481.401059,19791,13810.6945,1915.345426,0.999974412
3481.401059,19792,13810.6945,1915.345426,0.999974412
3481.401059,19793,13810.6945,1915.345426,0.999974412
3481.401059,19794,13810.6945,1915.345426,0.999974412
3481.401059,19795,13810.6945,1915.345426,0.999974412
3481.401059,19796,13810.6945,1915.345426,0.999974412
